Name	sex	1880N	1890N	1900N	1910N	1920N	1930N	1940N	1950N	1960N	1970N	1980N	1990N	2008N	2009N	2010N	2011N	2012N	2013N	2014N	2015N	2016N	2017N	1880R	1890R	1900R	1910R	1920R	1930R	1940R	1950R	1960R	1970R	1980R	1990R	2008R	2009R	2010R	2011R	2012R	2013R	2014R	2015R	2016R	2017R
Lonie	M	31	35	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	742	732	883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonna	F	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonnie	F	42	43	46	32	32	33	39	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	652	665	804	798	784	721	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonnie	M	360	512	571	333	313	381	535	477	394	288	136	72	0	0	0	0	0	0	0	0	0	0	163	131	131	192	198	175	147	153	181	229	360	615	0	0	0	0	0	0	0	0	0	0
Lonny	M	0	0	0	0	0	0	32	39	46	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	593	590	843	0	0	0	0	0	0	0	0	0	0	0	0
Lonzo	M	55	47	61	35	29	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	622	563	771	816	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lora	F	320	323	258	171	133	127	103	156	367	231	110	0	0	0	0	0	0	0	0	0	0	0	201	212	254	312	365	386	426	339	228	318	502	0	0	0	0	0	0	0	0	0	0	0
Loraine	F	19	54	96	149	157	99	67	53	37	0	0	0	0	0	0	0	0	0	0	0	0	0	887	574	429	340	333	443	538	634	825	0	0	0	0	0	0	0	0	0	0	0	0	0
Loran	M	0	0	18	30	27	22	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	845	849	881	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lorelai	F	0	0	0	0	0	0	0	0	0	0	0	0	74	88	92	85	95	86	84	110	121	147	0	0	0	0	0	0	0	0	0	0	0	0	884	780	749	800	742	800	826	651	626	544
Lorelei	F	0	0	0	0	0	0	0	27	0	0	0	0	105	121	137	148	144	152	164	177	181	177	0	0	0	0	0	0	0	894	0	0	0	0	680	601	531	499	532	501	480	448	449	462
Loren	F	0	0	0	0	0	0	0	0	0	0	70	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	626	0	0	0	0	0	0	0	0	0	0
Loren	M	100	114	155	227	260	262	215	164	165	120	96	47	0	0	0	0	0	0	0	0	0	0	361	351	302	246	226	217	230	283	308	394	458	766	0	0	0	0	0	0	0	0	0	0
Lorena	F	178	223	240	187	129	82	51	41	91	174	173	170	96	69	65	0	0	0	0	0	0	0	273	269	272	300	374	486	612	747	513	383	364	391	729	936	966	0	0	0	0	0	0	0
Lorene	F	23	91	261	463	444	274	128	84	60	0	0	0	0	0	0	0	0	0	0	0	0	0	830	419	248	181	188	251	379	500	668	0	0	0	0	0	0	0	0	0	0	0	0	0
Lorenza	M	0	0	17	0	0	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0	0	922	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lorenzo	M	133	116	128	95	97	100	94	122	154	160	187	227	232	230	241	260	275	383	410	463	473	520	302	347	341	428	409	377	377	340	322	342	301	299	335	335	322	310	308	238	227	216	210	197
Loretta	F	363	704	812	839	832	1398	991	754	572	258	87	0	0	0	0	0	0	0	0	0	0	0	184	128	123	119	129	81	106	137	174	291	597	0	0	0	0	0	0	0	0	0	0	0
Loretto	F	23	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lori	F	0	0	0	0	0	0	17	1393	4578	2317	575	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	79	15	32	143	502	0	0	0	0	0	0	0	0	0	0
Loriann	F	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	0	0	0	0	0	0	0	0	0	0	0	0	0
Lorie	F	0	0	0	0	0	0	0	84	275	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	276	407	0	0	0	0	0	0	0	0	0	0	0	0
Lorin	M	0	0	0	26	27	15	21	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	859	951	804	891	915	0	0	0	0	0	0	0	0	0	0	0	0	0
Lorinda	F	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0	0
Lorine	F	0	0	50	82	96	75	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	474	440	502	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lorna	F	0	32	56	90	119	149	146	165	121	30	0	0	0	0	0	0	0	0	0	0	0	0	0	776	590	453	392	352	344	330	453	939	0	0	0	0	0	0	0	0	0	0	0	0
Lorne	M	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0
Lorraine	F	22	92	251	906	1973	1612	1087	834	577	209	109	41	0	0	0	0	0	0	0	0	0	0	842	416	260	110	50	62	95	126	171	336	504	921	0	0	0	0	0	0	0	0	0	0
Lorri	F	0	0	0	0	0	0	0	46	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690	455	0	0	0	0	0	0	0	0	0	0	0	0	0
Lorrie	F	0	0	0	0	0	0	0	108	214	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	318	574	0	0	0	0	0	0	0	0	0	0	0	0
Lota	F	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lotta	F	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lottie	F	1361	1145	865	613	369	188	92	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	93	115	152	206	302	457	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lou	F	477	267	199	147	155	229	155	226	79	0	0	0	0	0	0	0	0	0	0	0	0	0	157	241	299	343	337	271	336	288	562	0	0	0	0	0	0	0	0	0	0	0	0	0
Lou	M	52	43	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	662	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Louann	F	0	0	0	0	0	16	15	37	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983	991	777	936	0	0	0	0	0	0	0	0	0	0	0	0	0
Louella	F	175	133	131	105	97	105	65	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	355	367	408	436	434	549	956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Louetta	F	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Louie	F	79	48	32	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	609	804	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Louie	M	171	183	218	204	190	164	118	85	65	53	35	0	0	0	0	0	0	0	0	54	59	56	275	264	248	258	277	291	343	396	498	619	779	0	0	0	0	0	0	0	0	967	916	964
Louis	F	19	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	0	0	976	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Louis	M	3585	3497	3603	3713	3035	2244	1663	1191	867	601	460	358	212	212	226	231	267	271	305	303	315	336	19	20	25	22	29	43	56	82	107	136	161	209	351	354	343	332	314	315	291	297	289	277
Louisa	F	497	265	157	93	70	54	42	36	36	0	0	0	0	0	0	0	0	0	68	76	88	96	151	242	332	440	530	603	699	790	836	0	0	0	0	0	0	0	0	0	978	908	826	752
Louise	F	3359	3159	3606	3914	3275	2212	1271	642	282	87	44	0	0	0	0	0	0	0	0	0	79	88	38	36	27	18	26	41	80	143	271	579	859	0	0	0	0	0	0	0	0	0	897	805
Louise	M	22	33	36	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	760	772	0	0	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loula	F	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lourdes	F	0	0	0	0	0	0	0	36	79	66	49	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	559	682	822	876	0	0	0	0	0	0	0	0	0	0
Louvenia	F	42	36	41	27	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	724	709	847	921	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Love	M	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lovie	F	70	88	85	55	40	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	425	457	611	721	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lovina	F	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lowell	M	35	95	153	286	324	454	246	122	88	46	19	0	0	0	0	0	0	0	0	0	0	0	700	392	307	212	188	155	214	339	433	670	953	0	0	0	0	0	0	0	0	0	0	0
Loy	M	16	29	36	40	37	36	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	809	769	699	704	695	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loyal	M	0	28	34	45	38	28	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825	782	653	689	809	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loyce	F	0	0	0	20	32	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	813	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loyd	M	90	191	223	260	260	191	100	53	31	0	0	0	0	0	0	0	0	0	0	0	0	0	388	258	244	226	227	274	366	513	699	0	0	0	0	0	0	0	0	0	0	0	0	0
Lu	F	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luana	F	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luann	F	0	0	0	0	0	16	29	214	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977	839	303	472	0	0	0	0	0	0	0	0	0	0	0	0	0
Luanne	F	0	0	0	0	0	0	29	103	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	442	660	0	0	0	0	0	0	0	0	0	0	0	0	0
Luca	M	0	0	0	0	0	0	0	0	0	0	0	0	259	288	317	337	407	481	577	654	694	800	0	0	0	0	0	0	0	0	0	0	0	0	304	282	272	260	224	201	185	157	151	130
Lucas	M	18	28	0	0	0	0	0	0	22	262	691	948	2185	2320	2589	2625	2700	2929	3044	3091	3267	3374	910	824	0	0	0	0	0	0	811	244	112	99	46	39	35	29	27	23	19	16	14	11
Lucca	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	65	80	80	92	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	835	741	754	683	660
Lucero	F	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	0	0	0	0	0	0	0	0	0	0
Lucia	F	84	72	73	73	69	73	62	62	66	73	88	99	257	261	307	333	328	336	358	363	385	430	424	481	498	515	532	513	561	579	625	651	585	595	304	305	265	242	250	241	230	225	213	185
Lucian	M	95	66	56	57	43	24	14	0	0	0	0	0	63	103	111	106	110	99	110	105	108	120	372	498	588	575	652	855	933	0	0	0	0	0	811	604	563	596	588	631	609	634	626	583
Luciana	F	0	0	0	0	0	0	0	0	0	0	0	0	94	102	102	130	135	146	169	171	187	204	0	0	0	0	0	0	0	0	0	0	0	0	744	683	692	565	556	518	469	468	434	398
Luciano	M	0	0	0	0	0	0	0	0	0	0	0	0	85	91	91	91	105	108	122	133	148	147	0	0	0	0	0	0	0	0	0	0	0	0	666	655	659	649	607	595	571	538	512	511
Lucie	F	72	54	34	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	572	783	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucien	M	55	50	54	67	58	35	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	586	599	515	541	717	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucile	F	245	502	720	676	368	129	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	165	134	137	207	379	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucille	F	388	1063	2371	3232	2523	1368	673	300	115	29	0	0	117	129	156	168	198	222	243	281	286	312	174	99	51	29	38	85	132	235	461	951	0	0	615	570	482	455	398	360	343	283	284	264
Lucille	M	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucinda	F	304	217	163	95	68	61	144	223	174	108	50	0	0	0	0	0	0	0	0	0	0	0	209	271	325	437	543	559	351	294	365	511	818	0	0	0	0	0	0	0	0	0	0	0
Lucious	M	62	58	65	38	29	25	19	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	539	543	725	831	849	851	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucius	M	142	121	122	76	51	38	26	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	340	357	487	587	670	734	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucretia	F	128	63	50	38	36	37	42	33	40	40	0	0	0	0	0	0	0	0	0	0	0	0	334	518	632	741	754	743	695	829	806	871	0	0	0	0	0	0	0	0	0	0	0	0
Lucy	F	2633	2149	1739	1331	1084	728	432	339	224	110	125	151	720	770	906	934	960	1001	1073	1139	1162	1189	49	59	66	80	101	139	179	222	308	506	463	431	112	101	75	72	66	67	62	55	55	52
Ludie	F	73	72	71	34	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	487	507	791	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ludwig	M	29	43	28	41	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	666	851	690	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lue	F	99	70	77	58	55	49	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	491	483	594	615	642	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luella	F	484	448	457	383	302	182	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	155	180	177	211	237	310	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905
Luetta	F	23	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luis	M	48	46	85	75	136	132	131	243	413	713	990	1605	1679	1487	1283	1188	1106	1017	977	938	902	879	576	627	440	489	325	330	323	229	173	118	83	57	64	69	78	88	90	96	99	106	112	117
Luisa	F	0	17	16	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954	962	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luka	M	0	0	0	0	0	0	0	0	0	0	0	0	67	71	78	77	94	111	123	138	164	183	0	0	0	0	0	0	0	0	0	0	0	0	774	776	724	746	642	584	564	522	470	439
Lukas	M	0	0	0	0	0	0	0	0	0	0	50	132	346	348	378	350	389	379	408	360	444	449	0	0	0	0	0	0	0	0	0	0	651	433	245	245	232	249	233	242	230	253	222	220
Luke	M	191	166	173	99	76	60	44	57	106	306	717	1102	2211	2079	2205	2196	2270	2429	2629	2579	2527	2387	252	278	284	418	465	519	556	486	395	220	107	87	43	48	41	39	37	34	28	28	29	30
Lula	F	3109	2132	1501	802	645	491	241	95	27	0	0	0	0	0	0	0	0	0	0	0	0	0	43	60	78	124	151	176	265	463	917	0	0	0	0	0	0	0	0	0	0	0	0	0
Lular	F	32	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lulie	F	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lulu	F	1139	554	217	85	48	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	157	283	468	660	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lum	M	45	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luna	F	59	58	47	16	0	0	0	0	0	0	0	0	189	245	234	289	357	441	583	704	928	1386	517	548	654	969	0	0	0	0	0	0	0	0	399	322	343	278	225	185	144	110	77	37
Lupe	F	0	0	36	71	142	158	117	57	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754	517	352	341	400	607	724	0	0	0	0	0	0	0	0	0	0	0	0	0
Lupe	M	0	0	0	0	40	50	44	21	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	567	552	796	917	0	0	0	0	0	0	0	0	0	0	0	0	0
Lura	F	254	197	145	90	64	43	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	286	349	456	563	697	880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lurline	F	0	0	17	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luther	M	1134	1105	996	716	592	416	274	161	106	78	51	0	0	0	0	0	0	0	0	0	0	0	68	71	83	115	132	165	202	284	394	501	647	0	0	0	0	0	0	0	0	0	0	0
Lutie	F	63	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luvenia	F	59	54	62	33	31	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	573	547	800	821	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luz	F	0	0	0	0	20	0	0	44	88	115	92	100	96	91	93	76	78	73	0	71	67	0	0	0	0	0	932	0	0	711	527	492	570	593	732	751	744	870	865	891	0	959	999	0
Lyda	F	149	118	77	52	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	370	482	626	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lydia	F	1366	1237	827	519	367	295	302	363	303	226	291	419	673	678	704	776	799	824	909	877	914	863	79	86	122	168	208	244	230	215	259	325	238	178	120	118	111	96	95	96	84	81	80	85
Lyla	F	0	18	0	21	34	28	0	0	0	0	0	0	355	502	572	611	562	529	597	569	562	586	0	940	0	915	781	849	0	0	0	0	0	0	222	152	134	127	146	153	140	142	138	131
Lylah	F	0	0	0	0	0	0	0	0	0	0	0	0	0	82	90	112	114	112	118	113	105	119	0	0	0	0	0	0	0	0	0	0	0	0	0	828	759	641	635	639	613	632	695	640
Lyle	M	55	154	234	415	456	425	290	206	137	88	67	27	0	0	0	0	0	0	0	0	53	53	534	292	238	163	155	163	194	245	339	467	560	930	0	0	0	0	0	0	0	0	981	993
Lyman	M	129	118	107	98	82	58	37	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	344	387	420	450	530	609	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyn	F	0	0	0	0	0	0	46	61	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657	584	757	0	0	0	0	0	0	0	0	0	0	0	0	0
Lynda	F	0	0	0	0	0	94	919	564	407	130	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	112	157	215	459	785	0	0	0	0	0	0	0	0	0	0	0
Lyndon	M	0	0	0	0	0	0	24	27	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766	690	548	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyndsay	F	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0
Lyndsey	F	0	0	0	0	0	0	0	0	0	0	155	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	514	0	0	0	0	0	0	0	0	0	0
Lynette	F	0	0	0	0	0	36	129	252	330	217	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	378	268	244	330	559	0	0	0	0	0	0	0	0	0	0	0
Lynn	F	0	0	0	26	35	177	967	1640	1347	525	180	49	0	0	0	0	0	0	0	0	0	0	0	0	0	861	756	317	108	67	74	164	359	869	0	0	0	0	0	0	0	0	0	0
Lynn	M	118	145	144	175	184	284	478	342	166	69	23	0	0	0	0	0	0	0	0	0	0	0	329	306	317	290	282	207	154	197	307	530	913	0	0	0	0	0	0	0	0	0	0	0
Lynne	F	0	0	0	0	0	112	468	551	438	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	172	160	203	542	0	0	0	0	0	0	0	0	0	0	0	0
Lynnette	F	0	0	0	0	0	0	48	86	122	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	491	450	613	0	0	0	0	0	0	0	0	0	0	0	0
Lynsey	F	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	0	0	0	0	0	0	0	0	0	0	0
Lynwood	M	0	0	0	0	14	35	29	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996	712	699	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyra	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	74	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	932	727
Lyric	F	0	0	0	0	0	0	0	0	0	0	0	46	173	188	199	246	273	296	305	278	287	275	0	0	0	0	0	0	0	0	0	0	0	885	429	408	402	325	296	276	271	289	281	307
Lyric	M	0	0	0	0	0	0	0	0	0	0	0	0	51	58	65	63	67	69	64	62	54	57	0	0	0	0	0	0	0	0	0	0	0	0	939	880	816	858	829	806	866	892	962	941
Mabel	F	4585	4579	3410	1773	969	390	132	46	0	0	0	0	0	0	0	0	0	100	107	132	153	181	20	20	30	61	111	206	366	699	0	0	0	0	0	0	0	0	0	709	669	578	513	451
Mabel	M	0	23	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mabell	F	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mabelle	F	186	126	70	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	362	514	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mable	F	541	663	812	675	553	344	162	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	137	124	139	164	229	324	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mac	M	19	17	41	37	31	35	55	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	892	960	719	743	800	708	493	755	998	0	0	0	0	0	0	0	0	0	0	0	0	0
Macey	F	0	0	0	0	0	0	0	0	0	0	0	62	113	100	100	94	81	70	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782	640	699	706	738	832	925	925	0	0	0
Machelle	F	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0
Maci	F	0	0	0	0	0	0	0	0	0	0	0	0	97	108	337	439	373	340	311	296	302	259	0	0	0	0	0	0	0	0	0	0	0	0	723	657	232	180	213	236	264	268	265	328
Macie	F	16	35	46	38	23	0	0	0	0	0	0	45	174	186	212	228	212	200	219	192	171	167	938	738	663	743	908	0	0	0	0	0	0	890	428	411	373	355	372	393	373	418	469	482
Mack	M	460	567	542	286	245	218	189	105	71	52	35	0	0	49	0	0	53	68	71	98	90	112	128	119	139	211	242	255	257	352	472	628	784	0	0	975	0	0	959	815	808	661	697	607
Mackenzie	F	0	0	0	0	0	0	0	0	0	0	122	868	1052	945	967	957	947	1021	1039	969	863	766	0	0	0	0	0	0	0	0	0	0	470	96	65	77	69	68	71	62	69	73	85	99
Mackenzie	M	0	0	0	0	0	0	0	0	0	0	28	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	481	0	0	0	0	0	0	0	0	0	0
Macy	F	0	0	13	0	0	0	0	0	0	0	0	172	285	279	277	269	235	222	224	195	160	147	0	0	999	0	0	0	0	0	0	0	0	384	281	286	292	295	340	361	363	413	490	545
Madaline	F	0	22	40	40	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	718	721	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Madalyn	F	0	0	0	23	16	0	0	0	0	0	0	86	270	236	220	187	175	141	149	136	124	117	0	0	0	902	963	0	0	0	0	0	0	635	292	338	361	420	451	535	518	570	613	660
Madalynn	F	0	0	0	0	0	0	0	0	0	0	0	0	123	135	126	121	113	115	110	104	90	86	0	0	0	0	0	0	0	0	0	0	0	0	593	540	581	595	638	617	650	685	798	820
Madden	M	0	0	0	0	0	0	0	0	0	0	0	0	94	111	102	119	119	103	105	110	96	92	0	0	0	0	0	0	0	0	0	0	0	0	615	575	605	541	554	613	626	611	673	698
Maddison	F	0	0	0	0	0	0	0	0	0	0	0	68	240	282	277	247	230	228	246	263	249	228	0	0	0	0	0	0	0	0	0	0	0	745	327	281	293	322	351	356	340	310	338	357
Maddox	M	0	0	0	0	0	0	0	0	0	0	0	0	437	510	525	561	584	614	644	700	735	786	0	0	0	0	0	0	0	0	0	0	0	0	208	180	180	169	167	169	163	146	143	136
Maddux	M	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	52	0	52	55	0	0	0	0	0	0	0	0	0	0	0	0	0	983	0	0	0	0	994	0	984	976
